X_dataobs_,State,Account_Length,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1
239,MN,24,no,yes,25,164.9,110,209.3,105,231.2,55,6.7,9,1,FALSE,1,113.2845486,99.50580247
240,IL,151,no,no,0,134.5,88,143.1,112,223.9,61,15.4,1,1,FALSE,1,123.8097304,95.96503342
241,NM,117,no,no,0,143.3,103,211.3,108,185.2,96,11.5,3,1,FALSE,1,84.99068832,26.83577908
242,SC,78,no,no,0,168.3,110,221.2,73,241,136,12.5,1,1,FALSE,1,89.7080905,74.42485244
243,NC,155,no,no,0,262.4,55,194.6,113,146.5,85,8.3,6,2,FALSE,0,99.79357721,155.2019699
244,WV,114,no,yes,30,206.2,79,260,91,291.6,83,11.4,6,1,FALSE,0,119.7124565,132.1938108
245,RI,114,no,yes,28,225.8,94,193,117,232.4,100,8.4,9,4,FALSE,0,44.1312861,100.0301239
246,NH,119,no,no,0,138.3,89,170.5,78,263.9,98,13.5,6,3,FALSE,1,112.6984715,80.72527629
247,MO,64,no,yes,48,94.4,104,136.2,101,147.4,89,4.5,4,0,FALSE,1,160.5941492,112.539779
248,MA,118,yes,no,0,160,123,175.4,96,184.8,99,9.9,3,2,FALSE,1,73.63881476,51.80761888
249,OK,117,no,no,0,134.7,121,180,83,200.9,104,7.7,3,1,FALSE,1,94.90138131,43.34198779
250,AL,49,no,yes,28,214.4,78,235.2,100,206.2,107,8,13,3,FALSE,0,74.13154014,101.4708201
251,WY,139,no,no,0,192.8,104,234.4,96,203.2,101,13,3,3,FALSE,0,63.7305855,74.05525656
252,PA,92,no,yes,28,151.1,90,194.8,79,239.2,114,10,3,1,FALSE,1,88.56615137,55.73898268
253,WA,83,no,no,0,221.4,103,231.8,103,122.5,100,9.8,5,3,FALSE,0,88.99396286,118.0973726
254,HI,148,yes,no,0,218.9,88,208,85,203.3,99,11.1,4,0,FALSE,0,53.69781458,97.01062022
255,SD,144,no,yes,48,189.8,96,123.4,67,214.2,106,6.5,2,2,TRUE,0,104.6402279,121.2388183
256,AL,131,no,yes,25,192.7,85,225.9,105,254.2,59,10.9,6,2,FALSE,0,88.73819099,97.81882762
257,MT,143,no,no,0,172.3,97,174,108,188.2,119,13,4,2,FALSE,1,73.41133761,69.4247293
258,MN,81,no,no,0,198.4,93,210.9,108,193.3,71,10.4,6,2,FALSE,0,48.08796451,71.31785202
259,MI,86,no,yes,28,221.6,74,288.4,100,240.3,105,9,2,1,FALSE,0,108.504088,128.948895
260,DE,71,no,no,0,197.9,108,181.5,109,281.4,56,6.7,5,3,FALSE,0,101.4951996,117.8826756
261,SD,145,no,yes,24,147.5,90,175.7,108,252.1,102,15.6,3,2,FALSE,1,105.0785642,79.7040661
262,MI,137,no,no,0,206.4,122,128,102,194.5,84,8.8,5,2,FALSE,0,82.42268411,114.9166899
263,KS,137,no,no,0,205.9,88,209.3,86,289.9,84,14.5,4,2,FALSE,0,102.2178652,121.9723201
264,AL,167,no,no,0,207.6,88,132.4,63,255.2,98,14.1,5,0,FALSE,0,114.1518668,140.3411446
265,OK,89,no,no,0,303.9,95,260.9,114,312.1,89,5.3,3,1,TRUE,0,154.9580319,209.0657458
266,CT,199,no,yes,34,230.6,121,219.4,99,299.3,94,8,2,0,FALSE,0,145.6224846,172.6987232
267,NE,132,no,no,0,99.5,110,129.1,80,125.1,124,9.7,3,0,FALSE,1,165.0920284,123.7098243
268,WI,94,no,no,0,177.1,112,194,112,146.7,108,5.9,4,1,FALSE,1,73.87710713,70.70563305
269,CT,96,no,yes,37,172.7,93,120.1,116,216.1,86,10.3,5,5,TRUE,0,98.0510166,102.0151667
270,WI,96,no,yes,18,172.7,86,133.4,113,259.5,70,9.8,3,1,FALSE,0,105.0770497,107.5748228
271,IN,166,no,no,0,204.2,115,179.9,152,216.8,109,9.5,5,1,FALSE,0,89.95473046,113.7647425
272,DC,74,no,no,0,85.7,83,247.7,67,142.4,85,10.1,5,2,FALSE,1,165.511347,99.78665163
273,AR,36,no,no,0,157.6,117,184.3,58,240.4,99,11.9,1,0,FALSE,1,110.6805136,93.51625875
274,ME,113,no,no,0,215.5,129,218.7,117,207.1,91,6.6,9,4,FALSE,0,45.967766,88.05550345
275,MN,94,no,no,0,181.5,98,199.9,88,287.7,114,6.6,5,1,FALSE,0,98.84561805,100.8465957
276,MD,67,no,no,0,171.7,80,110.4,81,195.4,111,11.9,4,2,FALSE,0,108.5708203,111.7724746
277,FL,127,no,no,0,266.6,106,264.8,168,207.2,119,5.9,2,1,TRUE,0,112.7261019,160.8770397
278,RI,121,no,no,0,170.4,108,350.5,68,297,87,11.2,3,0,TRUE,1,195.237797,181.5296669
279,IA,158,no,no,0,158,106,292.5,114,241.1,89,9.1,4,1,FALSE,1,138.221254,115.2792506
280,AZ,136,no,no,0,92,117,253.6,77,214.1,90,10.3,10,1,FALSE,1,151.6182363,82.65379268
281,MO,196,no,no,0,234,109,249.5,114,173.1,70,9.1,5,2,FALSE,0,119.1639901,149.5289645
282,VT,113,no,no,0,272.1,111,268.5,118,213.8,105,8.5,10,1,TRUE,0,93.9335735,151.0500758
283,RI,112,no,no,0,194.4,101,190.3,82,183.4,107,11.4,2,0,FALSE,0,41.1638207,66.15533536
284,SD,209,no,no,0,227.2,128,258.4,92,183.5,74,8.9,4,3,FALSE,0,132.9637544,156.6418686
285,MN,62,no,no,0,248.7,109,220,118,265.7,78,13.2,2,1,TRUE,0,89.51521789,138.6005582
286,TX,110,no,yes,38,236.3,102,195.9,112,183.5,82,9.7,6,1,FALSE,0,44.02662493,107.7780055
287,VA,16,no,no,0,205.6,69,169.5,93,220.1,64,10.9,3,0,FALSE,0,104.2110089,125.4504417
288,MA,73,no,no,0,94.1,136,280.3,122,205,77,9.8,4,0,FALSE,1,164.3758535,101.8757004
289,ID,128,no,no,0,125.2,99,205.4,107,254.4,111,18.9,2,0,FALSE,1,116.394146,65.40462494
290,MA,39,no,no,0,60.4,158,306.2,120,123.9,46,12.4,3,1,FALSE,1,234.9767053,178.8028937
291,GA,103,no,yes,28,121,105,270.4,100,160.5,76,7.7,4,2,FALSE,1,136.8425968,82.91949748
292,RI,119,no,yes,29,117.8,66,256.8,114,147.6,76,7.6,3,3,FALSE,1,142.9055521,91.35787996
293,ID,173,no,yes,21,232.4,96,211.9,118,273,102,5,5,3,FALSE,0,106.6733241,142.5898439
294,SD,128,yes,yes,32,223.5,81,188.8,74,154.9,101,9.4,2,2,TRUE,0,67.27045761,110.3111317
295,MA,86,no,no,0,176.3,79,259.2,97,287.4,78,6.2,3,0,FALSE,1,122.9103865,114.424856
296,WY,114,no,yes,32,125.2,79,177.8,105,232.4,89,12.9,3,1,FALSE,1,110.1014811,58.80076941
297,VA,104,no,no,0,138.7,107,256.9,113,234.9,74,10,3,0,FALSE,1,114.3063003,68.58854347
298,OR,148,no,no,0,86.3,134,246.6,92,251.6,91,11.3,4,1,FALSE,1,165.7146881,103.1613379
299,VA,129,no,no,0,207,91,154.9,121,245.1,112,13.4,5,3,FALSE,0,72.8332134,105.7289679
300,ME,100,no,yes,30,58.8,104,219.5,107,152.3,118,7.1,3,0,FALSE,1,175.2245458,97.64476107
301,AL,121,no,yes,35,68.7,95,209.2,69,197.4,42,11.4,4,1,FALSE,1,171.458234,101.5950237
302,GA,143,no,yes,33,239.2,109,235.5,112,156.3,95,9.5,4,1,FALSE,0,81.17167622,125.7268926
303,IA,76,no,no,0,198.3,130,217.1,86,188.4,96,12.5,3,0,FALSE,0,55.20051544,75.23829871
304,FL,116,no,no,0,192.1,98,312.9,135,130.2,94,7.9,2,3,FALSE,1,146.6555669,143.6116812
305,MT,54,no,no,0,272.6,83,248.7,74,197.4,111,9.5,2,1,TRUE,0,94.07003795,152.2717092
306,AL,86,no,no,0,128.3,121,197.1,93,138.4,152,12.2,5,7,TRUE,1,127.7124947,86.28070005
307,DE,108,no,no,0,169.6,99,264.1,87,206.3,78,9.3,4,0,FALSE,1,92.04732683,71.56991967
308,MT,66,no,no,0,201.3,95,152.8,66,233.2,101,7.5,4,1,FALSE,0,75.65915571,102.3825801
309,KY,151,no,yes,17,214.7,97,138.5,90,169.1,44,8.6,4,1,FALSE,0,100.0220561,132.4264446
310,SC,99,no,no,0,169.2,70,271.5,77,170.2,104,10.6,2,0,FALSE,1,106.2510392,86.87781156
311,WA,55,no,no,0,194.1,121,176.6,110,302.8,136,7,7,2,FALSE,0,124.7794051,136.5252453
312,OR,77,no,no,0,233.8,104,266.5,94,212.7,104,7.6,3,2,FALSE,0,78.66703312,116.6628046
313,AK,78,no,no,0,225.1,67,199.2,127,175.5,102,14.6,2,0,FALSE,0,55.75744114,103.1217537
314,GA,89,no,no,0,213,63,176.6,71,262.6,126,9.1,1,1,TRUE,0,85.99307307,116.7192966
315,MN,101,no,no,0,183.9,115,255.9,101,275,145,10.8,11,1,FALSE,1,114.7978277,112.1882235
316,IN,98,no,yes,21,64.6,98,176.1,86,244.8,84,0,0,2,FALSE,1,167.3352967,95.2957439
317,VA,141,no,no,0,260.2,131,179.2,120,135,119,7.2,8,3,FALSE,0,96.75611536,153.3786104
318,WI,81,no,yes,33,161.6,117,123,90,261.3,101,12.2,5,1,FALSE,1,117.8901996,113.1386804
319,VT,162,no,no,0,220.6,117,155.2,121,186.7,89,10.5,11,1,FALSE,0,80.00328302,120.7938484
320,AZ,83,no,yes,41,155.9,122,162.3,107,127.6,105,13.1,5,3,FALSE,1,113.0977972,97.40309295
321,FL,100,no,no,0,107,63,105.7,67,243.1,74,12.8,3,4,TRUE,1,162.0344699,127.5213454
322,AR,179,yes,yes,38,220.1,78,234.3,71,237.3,85,10.1,4,4,FALSE,0,107.4208916,133.3050774
323,AR,79,no,no,0,152.2,112,177.2,132,96.4,87,5.3,3,1,FALSE,1,134.1671316,116.611337
324,AK,117,no,no,0,181.5,95,205.1,88,204,82,14.7,9,2,FALSE,0,51.69753068,53.32352861
325,MS,64,yes,no,0,236.2,77,218.6,85,194.1,97,13.2,2,2,TRUE,0,55.13324402,109.4022461
326,ME,31,no,no,0,166.1,105,79.3,93,213.7,98,12.7,2,1,FALSE,0,147.0580556,148.7574393
327,CA,124,yes,no,0,244.6,89,188.8,80,206,114,11.3,4,1,FALSE,0,43.45300094,114.8896296
328,NM,122,no,yes,23,134.2,85,227.3,132,122.4,96,8.5,2,2,FALSE,1,130.2876889,91.67177145
329,NE,37,yes,yes,39,149.7,122,211.1,75,114.3,90,9.2,4,1,FALSE,1,138.9761689,116.4976797
330,SC,90,no,yes,29,150.1,109,264.7,103,178.4,97,5.8,4,1,FALSE,1,106.6764168,67.94443482
331,CO,159,yes,no,0,257.1,53,312.2,127,183,82,8.8,6,1,TRUE,0,148.7122424,180.1882392
332,DE,148,no,no,0,124.4,83,179.7,81,253,99,11.3,6,0,FALSE,1,124.716109,82.65152271
333,OH,39,no,yes,36,141.7,121,232.3,113,222.1,131,12,5,1,FALSE,1,120.9658573,84.90448645
334,OK,194,no,no,0,162.3,88,213.7,118,192.1,81,10.9,2,0,FALSE,1,116.829707,102.6312418
335,CO,154,no,no,0,350.8,75,216.5,94,253.9,100,10.1,9,1,TRUE,0,152.8018806,228.4131228
336,NC,112,no,no,0,193.3,96,264.1,123,128.6,115,9.1,3,4,FALSE,0,109.0382607,111.4247113
337,MA,128,no,no,0,195.6,99,267.8,120,164.9,76,16,2,0,FALSE,0,95.92921571,100.7658342
338,CA,151,yes,no,0,218,57,114.4,88,269.2,95,12.4,1,0,TRUE,0,125.5046815,156.794556
339,NY,32,no,no,0,164.8,98,229.9,96,167.3,108,14.8,2,2,FALSE,1,103.1635275,83.88376451
340,AZ,90,no,no,0,179.2,77,210.7,99,276.9,58,9.2,6,2,FALSE,1,102.1112932,100.5866891
341,SD,87,no,yes,21,214,113,180,114,134.5,82,10.6,5,0,FALSE,0,75.46910643,108.7586659
342,DC,138,no,no,0,170.5,87,118.2,116,187.9,111,11.2,7,2,FALSE,0,103.3342237,105.7460464
343,ND,79,no,no,0,205.7,123,214.5,108,226.1,106,6.7,18,1,FALSE,0,51.83774397,81.84093755
344,MO,95,yes,no,0,165.5,84,286.2,112,198.9,89,11.5,2,1,TRUE,1,111.0257836,87.48756962
345,KS,127,no,no,0,221,100,160.7,113,233.1,96,6.8,4,2,FALSE,0,55.84292295,105.8728541
346,SD,137,no,no,0,242.1,118,191,93,218.6,50,14.7,2,3,FALSE,0,70.33118437,126.0439615
347,OK,97,no,no,0,151.6,107,155.4,96,240,112,14.7,4,1,FALSE,1,91.71336617,69.10973391
348,OR,149,yes,no,0,176.2,87,145,81,249.5,92,5.7,4,0,FALSE,0,99.90849701,104.5691118
349,IN,117,yes,yes,22,196,82,322.7,82,225.6,120,3.7,5,1,FALSE,1,139.2537951,138.1908773
350,OH,84,no,no,0,159.5,125,247.1,90,187.9,82,7.2,4,2,FALSE,1,91.17181194,59.99173928
351,KS,137,no,no,0,230.2,113,220.4,79,204.7,111,10.7,7,4,FALSE,0,53.62071527,104.9211007
352,CT,99,no,no,0,146.7,64,274,99,321.3,98,8.9,1,3,FALSE,1,167.4932131,143.950573
353,NH,54,no,no,0,210.5,102,204.5,83,127.8,53,8.5,5,1,FALSE,0,101.5397129,122.9081786
354,WI,85,no,no,0,102,95,270.2,139,148.2,105,10.7,3,1,FALSE,1,157.8832861,98.75434769
355,MS,150,no,no,0,126,99,238.5,73,285.1,100,10.2,6,3,FALSE,1,147.0712894,108.5670068
356,WV,43,no,no,0,168.4,125,243.8,89,214.7,102,11.1,2,1,FALSE,1,98.67007685,80.926926
357,MA,35,no,no,0,105.6,129,258.2,129,213.1,77,8.7,3,0,FALSE,1,156.4871994,101.2775113
358,MD,98,no,no,0,206.5,92,176.2,152,232.8,115,12.4,5,5,FALSE,0,68.44757139,99.13852456
359,PA,112,no,no,0,217.1,76,205.2,100,185.7,91,9.4,3,2,FALSE,0,35.09472513,85.87833273
360,WI,16,no,no,0,229.6,78,205.7,108,166.2,91,10.8,2,0,TRUE,0,96.30680385,131.2230837
361,OR,94,no,no,0,234.4,103,279.3,109,234.2,121,2,2,1,TRUE,0,95.91410369,128.4111894
362,IL,84,no,no,0,181.5,129,130.7,112,186.5,118,8.5,4,1,FALSE,0,87.08824182,97.64168432
363,DC,66,no,no,0,167.3,91,230,68,191.7,118,10.6,5,1,TRUE,1,84.55945256,64.02743061
364,GA,98,no,yes,31,121,105,218.9,98,226.7,110,12,1,1,FALSE,1,110.8722046,42.999943
365,ID,74,no,no,0,221.1,124,110.8,94,240.1,112,10.6,3,0,FALSE,0,100.357526,138.9981205
366,UT,96,no,yes,26,145.8,108,192.2,89,165.1,96,9.9,2,1,FALSE,1,87.91840937,45.24543174
367,KY,119,no,no,0,222.8,122,163.2,107,160.6,112,11.2,6,1,FALSE,0,60.33242769,108.7621147
368,OH,73,no,no,0,183.4,80,242,115,201.4,100,7.5,3,4,FALSE,1,72.74913063,68.62017839
369,WI,92,yes,no,0,264.3,91,160.9,115,198.6,73,9.3,5,0,FALSE,0,63.46075488,138.9046179
370,IL,21,no,no,0,146,78,109.7,79,247.4,108,6.8,7,0,FALSE,1,150.631246,137.8999368
371,DE,122,no,no,0,157.1,134,184.9,122,197.2,59,8.5,5,4,TRUE,1,90.4093526,69.00813442
372,RI,133,yes,no,0,127.3,108,251.3,81,135,88,10.3,3,1,FALSE,1,135.313509,89.63145664
373,TX,145,no,no,0,187.9,110,197,117,167,108,4.8,4,2,FALSE,0,69.50279303,79.46954895
374,OR,25,no,no,0,178.8,90,141.2,72,203,99,8.4,5,2,FALSE,0,107.1127387,111.886018
375,NV,64,no,no,0,97.2,80,186.2,90,189,92,10.4,6,2,FALSE,1,133.8954491,63.66177556
376,NE,85,no,no,0,259.8,85,242.3,117,168.8,72,5.4,1,0,FALSE,0,79.61327383,136.7767584
377,MS,126,no,no,0,256.5,112,199.5,90,188.3,122,7,5,3,FALSE,0,52.6927629,125.848328
378,DE,113,no,no,0,239.7,47,282.9,110,238.4,88,8.7,3,2,TRUE,0,113.3487761,144.7419955
379,SD,128,no,yes,34,142.3,73,194.8,79,239.3,81,16,6,1,FALSE,1,104.6146229,69.30544827
380,NV,115,no,no,0,184.1,98,327,73,212.5,106,7.5,6,2,FALSE,1,142.4101228,133.5502966
381,NM,141,no,yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,FALSE,0,99.8233258,114.046976
382,MN,51,no,no,0,259.9,114,176.2,94,77.2,112,15.3,1,1,FALSE,0,141.2013168,183.6657587
383,NJ,100,no,no,0,203.8,122,283.1,76,197.3,83,12.5,3,0,FALSE,0,98.2550346,107.7963088
384,IN,96,no,yes,45,248.8,124,140.3,77,263.6,102,10.3,2,3,FALSE,0,100.4103808,153.0460484
385,DC,112,no,yes,16,221.6,110,130.2,123,200,108,11.3,3,1,FALSE,0,70.64302048,117.7221905
386,MA,129,yes,no,0,192.9,131,185.5,101,205.2,130,10.9,4,1,FALSE,0,60.7900456,79.79612043
387,ME,163,no,no,0,122.4,129,113.4,108,180.2,97,12.5,7,1,FALSE,1,147.7711656,119.9885934
388,NH,67,no,yes,40,104.9,65,216.3,93,217.4,128,9.6,9,1,FALSE,1,137.5329858,75.1505688
389,AZ,140,no,no,0,173.2,91,196.8,106,209.3,128,11.2,5,3,FALSE,1,70.97695422,63.81113034
390,OR,49,no,no,0,119.4,69,273.3,92,214.4,153,12.4,7,2,FALSE,1,154.0192795,106.8153035
391,KS,46,no,no,0,250.3,100,260.6,90,195,104,13.3,2,2,TRUE,0,91.66032439,136.5500017
392,NE,148,no,no,0,178.3,98,282.6,110,181,98,11.4,4,1,FALSE,1,111.9405662,101.2606389
393,MI,112,no,no,0,243.4,77,182.1,97,259.2,94,12.8,2,1,FALSE,0,69.2244135,127.0041681
394,SC,78,no,no,0,155,106,175.3,101,155.6,125,11.8,5,2,FALSE,1,90.69372184,66.65545519
395,MT,58,no,yes,29,240.4,80,118.9,91,164.2,108,11.2,3,1,FALSE,0,100.9829765,149.2860575
396,NM,155,no,no,0,190.3,123,301.3,96,214.6,134,8,3,1,FALSE,1,131.8536077,129.5556692
397,OH,100,no,no,0,278,76,176.7,74,219.5,126,8.3,4,0,TRUE,0,76.00774052,151.6826455
398,WY,113,no,no,0,155,93,330.6,106,189.4,123,13.5,3,1,FALSE,1,155.2901176,128.7534815
399,MI,81,no,no,0,153.5,99,197.6,102,198.5,86,6.3,2,2,FALSE,1,73.89528417,30.91125583
400,AR,135,no,yes,27,273.4,141,154,99,245.8,112,12.3,6,1,FALSE,0,97.92916063,163.8713232
401,FL,99,no,no,0,155.3,93,265.7,95,145.7,67,12.4,4,0,FALSE,1,117.7786897,88.8911784
402,AR,59,no,yes,29,133.1,114,221.2,82,131.6,103,6.8,3,1,FALSE,1,127.4816986,86.69797033
403,MO,135,no,no,0,246.8,129,187.8,121,154.5,109,12.6,5,1,FALSE,0,73.056053,130.4922139
404,WI,85,yes,no,0,165.4,107,196,126,349.2,110,9.6,7,2,FALSE,1,162.661797,155.9846175
405,TX,70,no,no,0,59.5,103,257.2,106,208.3,86,11.1,6,0,FALSE,1,178.4824442,99.36956378
406,TX,88,no,no,0,138.3,116,236,138,179.1,110,9.6,4,3,FALSE,1,106.3623102,57.08777897
407,NM,55,no,no,0,286.7,100,134.4,121,192.9,122,6.9,5,2,FALSE,0,104.246289,174.6186194
408,GA,75,no,no,0,117.3,114,201.1,61,107.9,82,12.2,3,1,FALSE,1,150.0828391,107.7044501
409,ID,79,no,yes,21,264.3,79,202.8,118,173.4,92,6.3,3,4,FALSE,0,63.73310063,134.8312935
410,AL,85,no,no,0,127.9,107,271.2,124,202.2,76,12.5,5,0,FALSE,1,127.9391206,75.45574979
411,KS,86,no,yes,23,225.5,107,246.3,105,245.7,81,9.8,2,0,FALSE,0,74.90233197,110.6307922
412,SD,91,no,no,0,149,115,245.3,105,260,94,8.3,3,0,FALSE,1,109.3912752,75.26062755
413,LA,149,no,yes,20,198.9,77,274,88,190.7,76,14.3,9,1,FALSE,0,103.7791115,110.5291192
414,OH,97,no,no,0,256.4,125,273.9,100,222.7,101,11.1,1,1,TRUE,0,93.04437038,140.8354626
415,MA,88,no,no,0,264.8,124,245.4,112,160.5,115,14.8,2,1,TRUE,0,84.80469142,142.693413
416,KY,54,no,no,0,159.8,99,264,64,115.7,70,9.7,7,2,FALSE,1,143.131798,123.045155
417,WA,109,no,no,0,184,120,120.4,119,153.7,86,11,3,0,FALSE,0,101.1262253,113.4126638
418,UT,90,no,no,0,261.8,128,220.6,104,136.6,91,9.6,5,1,FALSE,0,85.87216179,143.6154082
419,RI,115,no,no,0,147.9,109,228.4,117,299.7,90,9.6,9,3,FALSE,1,131.4317593,106.5443226
420,OH,144,no,yes,18,106.4,109,108.1,113,208.4,111,10.1,5,1,FALSE,1,152.7365832,115.27298
421,NV,91,no,no,0,133.7,75,195.3,87,280.5,89,5.9,2,0,FALSE,1,124.0521051,87.96969783
422,ND,105,no,yes,23,193.5,85,220.2,90,272.4,111,8.5,5,0,FALSE,0,85.88804781,96.43695329
423,NV,71,yes,no,0,178.2,113,167.8,94,182.1,111,13.6,3,3,TRUE,0,65.71905978,68.62499008
424,FL,132,no,yes,36,226.2,103,181.6,125,258.8,102,10.5,5,3,TRUE,0,77.07669618,120.2984448
425,MD,112,no,no,0,170.4,103,200.2,71,258.3,100,11.6,4,1,FALSE,1,84.42840537,75.06396764
426,AZ,86,no,yes,32,70.9,163,166.7,121,244.9,105,11.1,5,3,FALSE,1,175.8414626,115.5486661
427,NE,44,no,no,0,240.3,146,164.6,83,240.7,106,10.6,2,1,FALSE,0,92.31390648,140.0734703
428,NV,78,no,no,0,75,116,248.7,87,176,83,9.5,6,3,FALSE,1,163.2157578,86.47766142
429,IL,149,no,no,0,69.1,117,136.3,100,181.7,53,6.3,3,1,FALSE,1,179.3009611,122.6212227
430,WV,72,no,yes,33,96.6,59,315.4,98,163.3,117,6.2,4,4,TRUE,1,188.226414,134.7537436
431,AR,74,no,no,0,148.5,111,146.5,42,289.2,83,9.9,6,3,FALSE,1,142.0760674,127.6148833
432,UT,50,no,no,0,258.1,106,161.4,106,225.1,110,11.7,5,1,FALSE,0,75.91631313,141.0909281
433,AZ,140,no,no,0,149.8,134,164.4,98,294.7,124,8.1,2,1,FALSE,1,135.5126607,120.2391236
434,ID,99,no,no,0,190.4,102,158.1,107,271.5,92,11.2,4,2,FALSE,0,86.81282138,102.4309253
435,HI,166,no,no,0,181.4,108,253.8,54,112.3,94,11.6,6,1,FALSE,1,139.9707657,135.9770778
436,NV,124,no,no,0,151.1,123,187.4,104,255.4,93,5.3,3,1,FALSE,1,96.68833772,70.39085297
437,GA,117,no,no,0,149.9,95,256.1,110,212.7,92,13.3,13,2,FALSE,1,99.15422545,58.03144024
438,GA,85,no,no,0,222.3,132,231.5,101,223.5,75,11,2,3,FALSE,0,61.94829088,101.3368469
439,MA,102,yes,no,0,233.8,103,221.6,131,146.9,106,12.8,3,0,FALSE,0,69.51353887,115.43743
440,IN,76,no,no,0,204.2,100,292.6,139,244.3,105,10.5,2,0,FALSE,0,118.7888633,126.115616
441,VT,165,no,no,0,242.9,126,209.8,65,228.4,126,0,0,1,FALSE,0,91.18106362,137.8798506
442,IA,130,no,no,0,150.4,119,230.5,99,186.3,76,12.3,4,1,FALSE,1,92.50158488,53.26847783
443,IN,78,no,no,0,208.9,119,252.4,132,280.2,120,12.8,7,0,FALSE,0,110.6571414,126.2711495
444,MD,18,no,no,0,273.6,93,114.6,116,250.6,120,8.2,4,1,FALSE,0,138.182372,192.3315056
445,FL,161,yes,no,0,156.1,114,180.3,63,179.6,115,11.1,9,2,FALSE,1,102.8429671,84.54666436
446,CA,93,no,yes,36,178.7,134,178.6,102,126.8,82,8,4,2,FALSE,0,99.73921978,100.7523222
447,AL,144,no,no,0,177.5,93,287.4,75,180.5,118,11.9,3,2,FALSE,1,118.5638772,107.2329091
448,ME,75,yes,no,0,211.3,61,105.6,119,175.9,63,9.7,4,4,TRUE,0,112.2649426,141.8859289
449,SD,126,no,yes,23,114.3,102,190.3,103,240.4,111,12.6,7,3,FALSE,1,119.7244509,59.76480098
450,MI,93,yes,no,0,216.9,61,207.4,120,221.7,110,17.5,5,1,TRUE,0,53.52935012,94.42392186
451,MI,109,yes,yes,26,217.2,138,145.5,111,280.7,76,9.3,3,0,FALSE,0,106.3695093,138.720352
452,NM,80,no,no,0,206.3,97,154.9,98,263.6,82,12.4,12,0,FALSE,0,81.66344109,111.0457639
453,AK,41,no,no,0,159.3,66,125.9,75,261.9,76,11.1,5,1,FALSE,1,135.8693044,129.291275
454,OH,136,no,yes,31,143.1,88,236.6,65,227.8,120,11.4,5,2,FALSE,1,111.446118,73.29334005
455,KS,143,no,yes,24,186.6,69,222,116,234.9,138,11.6,5,1,FALSE,0,89.25037351,93.18883551
456,MS,118,no,yes,26,170.8,114,199.5,125,169.7,98,9.6,5,5,TRUE,1,71.48110872,59.76587418
457,VT,193,no,yes,17,124,102,202.9,81,205.1,129,12.3,3,1,FALSE,1,140.0970398,101.5391127
458,NE,73,no,no,0,198.3,94,279.3,101,146.2,87,14.8,8,3,FALSE,0,108.8852489,113.0176731
459,VA,62,no,no,0,172.8,101,204.8,97,240.8,90,9.1,8,2,FALSE,1,76.73377955,67.16187022
460,DE,30,no,yes,30,217.4,74,213.8,86,227.2,104,6.6,3,0,FALSE,0,86.90588317,115.693131
461,AL,60,yes,yes,29,265.9,113,215.8,94,108.1,82,14,12,0,TRUE,0,116.7035316,165.9541277
462,ID,148,no,yes,14,93.6,137,193.8,72,144.9,84,17.5,5,1,FALSE,1,156.3962191,100.0344371
463,OK,52,no,no,0,214.7,68,158.6,138,123.4,114,9.4,4,2,FALSE,0,111.533838,137.9948559
464,NM,87,no,no,0,168.2,92,224.7,100,169.5,99,12.9,3,1,FALSE,1,72.02870926,49.46652251
465,WI,41,no,no,0,202.9,97,153.8,104,113.5,92,9,3,3,FALSE,0,115.6363726,134.4445985
466,WV,112,no,no,0,261.4,108,154.5,102,130.9,90,11.6,2,1,FALSE,0,91.2036734,152.2914556
467,KY,122,no,yes,27,253.7,84,229.2,109,190.5,123,9.2,5,7,FALSE,0,63.39360628,125.8145406
468,MO,61,no,no,0,45,108,151.3,74,152.9,94,9.8,6,2,FALSE,1,195.2215196,127.2698792
469,IL,87,no,no,0,231.3,105,171.7,108,67.7,136,13,6,1,FALSE,0,141.2178519,170.4763883
470,OK,176,no,no,0,47.4,125,167.8,90,163.1,107,10.5,8,2,FALSE,1,198.2428094,133.2153237
471,MI,30,no,no,0,227.4,88,182.5,100,191.7,134,12.5,3,0,FALSE,0,81.63429529,122.1135614
472,NJ,95,no,yes,22,40.9,126,133.4,90,264.2,91,11.9,7,0,FALSE,1,204.5592944,141.5391964
473,ID,46,no,no,0,124.8,133,157.3,143,199.3,72,8.6,4,2,FALSE,1,132.9411544,96.19608019
474,DC,100,yes,no,0,68.5,110,337.1,115,205.2,99,12.1,9,0,FALSE,1,211.0626899,148.8968595
475,NY,47,no,yes,37,163.5,77,203.1,102,232,87,7.8,4,2,FALSE,1,94.94389696,77.63822833
476,AL,77,no,no,0,163,112,219.1,89,233.4,66,6.7,3,2,FALSE,1,85.31963096,62.63357385
477,OR,98,no,yes,38,213.7,61,253,104,207.7,73,10.7,5,2,FALSE,0,82.23931289,105.5053368
478,OK,125,no,yes,36,201.3,117,42.2,78,125.7,104,5.4,3,1,FALSE,0,177.2588599,197.3793158
479,LA,67,no,no,0,310.4,97,66.5,123,246.5,99,9.2,10,4,FALSE,0,167.1112523,231.1408792
